"Publication";"Publication date";"Publication week";"Publication language";"Priority";"Priority date";"First filing date";"International publication";"International application";"International application date";"IPC1-7 further and additional";"IPC 1-7 main";"IPC full level (additional information)";"IPC full level (invention information)";"Inventor (city)";"Inventor (country)";"Applicant / Proprietor (city)";"Applicant / Proprietor (country)";"Representative (city)";"Representative (country)";"Title (en)";"Abstract (en)"
"EP 2995369 A1 20160316";"20160316";"201611";"en";"";"";"20140911";"";"";"";"";"";"";"B01F 5/06 (2006.01)
B01F 13/10 (2006.01)
B01F 3/04 (2006.01)";"65404 Kavala
65404 Kavala";"GR
GR";"65404 Kavala";"GR";"";"";"Device for generating and handling nanobubbles";"The present invention discloses an apparatus for generating microbubbles, nanobubbles and ultra-nanobubbles, and a methodology for collecting said bubbles. The devise is consisted of three generators (G1,G2,G3); the two of them (G2,G3) have a rotating porous plug head (201,301). For the production of ultra-nanobubbles, the corresponding generator has a piston (306) which oscillates the liquid back and forth over a fractal porous medium (301) (fractal pump) (Fig. 1 301). Nanobubbles have many potential industrial applications including many biological ones. They can be collected by using fine powders. In specific, by using dietary powders such as medicinal charcoal, zeolite, etc, nanobubbles become ready for human ingestion. <img file=""imgaf001.tif"" he=""72"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""142""/>"
"EP 2997968 A1 20160323";"20160323";"201612";"en";"";"";"20140922";"";"";"";"";"";"";"A61K 31/295 (2006.01)
A61K 31/7004 (2006.01)";"145 61 Kifissia";"GR";"145 61 Kifissia";"GR";"81541 München";"DE";"Iron (III) hydroxide complexes with activated glucose syrups and process for preparing same";"The present invention generally relates to iron (III) carbohydrate complexes and to processes for the manufacture thereof. The product obtainable according to the method of the present invention may be safely used to the general population or animals in the therapy of iron deficiency. The process of the invention includes the steps of (i) providing an aqueous solution of glucose syrup having a certain dextrose equivalent (DE), (ii) adding one or more oxidizing bleaching agents, thereby obtaining the activated glucose syrup; (iii) converting said activated glucose syrup into a complex with iron (III) hydroxide; and (iv) obtaining a complex of iron (III) hydroxide and activated glucose syrup."
"EP 3003265 A1 20160413";"20160413";"201615";"en";"GR 20130100315 20130527";"20130527";"20130527";"WO2014191080 20141204 [2014-49]";"EP2014001285 20140513 (en)";"20140513";"";"";"";"A61K 9/00 (2006.01)
A61K 47/48 (2006.01)
A61K 31/506 (2006.01)";"GR-153 51 Pallini Attikis
GR-153 51 Pallini Attikis
GR-15351 Pallini Attikis
GR-153 51 Pallini Attikis
GR-153 51 Pallini Attikis
GR-153 51 Pallini Attikis
GR-153 51 Pallini Attikis
GR-15351 Pallini Attikis";"GR
GR
GR
GR
GR
GR
GR
GR";"15351 Pallini Attikis";"GR";"";"";"PARENTERAL FORMULATION OF TRIAZOLE ANTIFUNGAL AGENT AND METHOD FOR PREPARATION THEREOF";""
"EP 3003384 A1 20160413";"20160413";"201615";"en";"GR 20140100157 20140324";"20140324";"20140324";"WO2015144255 20151001 [2015-39]";"EP2014059020 20140502 (en)";"20140502";"";"";"";"A61K 47/26 (2006.01)
A61K 9/08 (2006.01)
A61K 31/138 (2006.01)";"GR-15235 Vrilissia Attica
GR-15231 Chalandri Attica
GR-14342 Nea Filadelfeia Attica
GR-15344 Gerakas Attica";"GR
GR
GR
GR";"Attiki";"GR";"80802 München";"DE";"ORAL SOLUTION COMPRISING ATOMOXETINE HYDROCHLORIDE";""
"EP 3003384 B1 20161026";"20161026";"201643";"en";"GR 20140100157 20140324";"20140324";"20140324";"WO2015144255 20151001 [2015-39]";"EP2014059020 20140502 (en)";"20140502";"";"";"";"A61K 47/20 (2006.01)
A61K 47/22 (2006.01)
A61K 47/00 (2006.01)
A61K 47/26 (2006.01)
A61K 31/138 (2006.01)
A61K 9/00 (2006.01)";"GR-15235 Vrilissia Attica
GR-15231 Chalandri Attica
GR-14342 Nea Filadelfeia Attica
GR-15344 Gerakas Attica";"GR
GR
GR
GR";"Attiki";"GR";"80802 München";"DE";"ORAL SOLUTION COMPRISING ATOMOXETINE HYDROCHLORIDE";""
"EP 3003656 A1 20160413";"20160413";"201615";"en";"";"";"20130604";"WO2014194934 20141211 [2014-50]";"EP2013061459 20130604 (en)";"20130604";"";"";"";"B26B 21/44 (2006.01)";"GR-19001 Keratea-attica
GR-117 41 Koukaki - Athens
GR-114 76 Nea Kypseli
GR-15127 Melisia
GR-13122 Ilion
GR-151 22 Marousi-athens
GR-152 35 Vrilissia - Athens
GR-115 24 Nea Filothei - Athens";"GR
GR
GR
GR
GR
GR
GR
GR";"145 69 Anixi, Attiki";"GR";"75440 Paris Cedex 09";"FR";"SHAVING AN ADAPTOR FOR A SHAVING CARTRIDGE";""
"EP 3007516 A1 20160413";"20160413";"201615";"en";"";"";"20141006";"";"";"";"";"";"";"H04W 88/06 (2009.01)
H04W 88/10 (2009.01)
H04W 48/00 (2009.01)
H04L 12/721 (2013.01)";"15354 Athens";"GR";"Chicago, IL 60654";"US";"Kolonaki 106 74 Athens";"GR";"Apparatus and method for internet protocol (IP) flow mobility";"In one example, a method and apparatus for providing Internet protocol (IP) packet flow mobility from a first wireless access technology (RAT) interface to a second wireless access technology (RAT) interface communicates packet information of a first IP packet flow via the first RAT interface and transmits a redirection packet for the first IP packet flow via the second RAT interface during the communication of the packet information. The method and apparatus also transmits redirected packet information of the first IP packet flow to the second RAT interface in response to the receiving of redirected packet information of the first IP packet flow from the second RAT interface. In one example, a method and apparatus may receive redirected packet information of the first IP packet flow from the second RAT interface in response to the transmitting of the redirection packet. This operation may be carried out, for example, in a UE. However, a network gateway may also initiate the redirection operation if desired."
"EP 3010685 A1 20160427";"20160427";"201617";"en";"";"";"20130619";"WO2014202139 20141224 [2014-52]";"EP2013062811 20130619 (en)";"20130619";"";"";"";"B26B 21/40 (2006.01)
B26B 21/44 (2006.01)";"GR-117 41 Koukaki-Athens";"GR";"145 69 Anixi, Attiki";"GR";"75440 Paris Cedex 09";"FR";"SHAVING BLADE ASSEMBLY";""
"EP 3010930 A1 20160427";"20160427";"201617";"en";"GB 201310921 20130619";"20130619";"20130619";"WO2014203193 20141224 [2014-52]";"IB2014062430 20140619 (en)";"20140619";"";"";"";"C07K 1/04 (2006.01)";"GR-26000 Patras
GR-26000 Patras
GR-26000 Patras";"GR
GR
GR";"26000 Patras";"GR";"London EC1N 2DY";"GB";"PEPTIDE-RESIN CONJUGATE AND USE THEREOF";""
"EP 3010962 A1 20160427";"20160427";"201617";"en";"WO PCT/EP2013/001821 20130620";"20130620";"20130620";"WO2014202214 20141224 [2014-52]";"EP2014001652 20140618 (en)";"20140618";"";"";"";"C08J 3/12 (2006.01)
A61K 9/16 (2006.01)
B01J 13/02 (2006.01)
C08J 3/14 (2006.01)";"GR- 153 51 Pallini Attikis
GR- 153 51 Pallini Attikis
GR- 153 51 Pallini Attikis
GR- 153 51 Pallini Attikis
GR- 153 51 Pallini Attikis";"GR
GR
GR
GR
GR";"15351 Pallini Attikis";"GR";"";"";"PREPARATION OF POLYLACTIDE-POLYGLYCOLIDE MICROPARTICLES HAVING A SIGMOIDAL RELEASE PROFILE";""
"EP 3010962 B1 20170726";"20170726";"201730";"en";"WO PCT/EP2013/001821 20130620";"20130620";"20130620";"WO2014202214 20141224 [2014-52]";"EP2014001652 20140618 (en)";"20140618";"";"";"";"C08J 3/12 (2006.01)
A61K 9/16 (2006.01)
B01J 13/02 (2006.01)
C08J 3/14 (2006.01)";"GR- 153 51 Pallini Attikis
GR- 153 51 Pallini Attikis
GR- 153 51 Pallini Attikis
GR- 153 51 Pallini Attikis
GR- 153 51 Pallini Attikis";"GR
GR
GR
GR
GR";"15351 Pallini Attikis";"GR";"";"";"PREPARATION OF POLYLACTIDE-POLYGLYCOLIDE MICROPARTICLES HAVING A SIGMOIDAL RELEASE PROFILE";""
"EP 3016931 A2 20160511";"20160511";"201619";"en";"WO PCT/EP2013/001959 20130704";"20130704";"20130704";"WO2015000555 20150108 [2015-01]";"EP2014001672 20140619 (en)";"20140619";"";"";"";"C07C 233/18 (2006.01)
C07C 41/18 (2006.01)
C07C 41/22 (2006.01)
C07C 43/247 (2006.01)";"GR-57001 Thessaloniki
GR-57001 Thessaloniki
GR-57001 Thessaloniki
GR-57001 Thessaloniki
GR-57001 Thessaloniki
GR-57001 Thessaloniki";"GR
GR
GR
GR
GR
GR";"15351 Pallini Attikis";"GR";"";"";"A NOVEL PROCESS FOR THE PREPARATION OF TETRALIN AND NAPHTHALENE DERIVATIVES";""
"EP 3017836 A1 20160511";"20160511";"201619";"en";"EP 14191769 20141104";"20141104";"20141104";"";"";"";"";"";"";"A61M 5/142 (2006.01)
F04B 43/12 (2006.01)";"19013 ANAVYSSOS";"GR";"15344 Gerakas";"GR";"20355 Hamburg";"DE";"PULSELESS ROTARY PERISTALTIC PUMP";"Disclosed is an infusion pump device comprising a peristaltic pump means, wherein the tubing (36) comprises first to fourth zones directly joining each other in downstream direction, the first zone being the most upstream zone is provided so that an engagement element (22, 26) comes into engagement with the tubing (36) during movement along the first zone, the second and third zones are provided so that an engagement element (22, 26) remains in engagement with the tubing (36) during movement along the second and third zones, the fourth zone being the most downstream zone is provided so that an engagement element (22, 26) is disengaged from the tubing (36) during movement along the fourth zone, the length of each of the zones is shorter than the distance between the two neighboring engagement elements (22, 26), the sum of the lengths of the second and third zones is equal to the distance between the two neighboring engagement elements (22, 26), and the cross-section of the second zone is larger than the cross-section of the third zone by an amount leading to an increase of volume which is at least equal to an increase of volume displaced in the fourth zone resulting from the disengagement of an engagement element (22, 26) from the tubing (36). <img file=""imgaf001.tif"" he=""61"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""141""/>"
"EP 3022349 A1 20160525";"20160525";"201621";"en";"GR 20130100423 20130718";"20130718";"20130718";"WO2015008098 20150122 [2015-03]";"GR2014000040 20140717 (en)";"20140717";"";"";"";"D06C 5/00 (2006.01)
D06B 23/08 (2006.01)";"54622 Thessaloniki";"GR";"54622 Thessaloniki";"GR";"";"";"KNITTING SPIRALITY STABILIZER";""
"EP 3025984 A1 20160601";"20160601";"201622";"en";"EP 14193920 20141119";"20141119";"20141119";"";"";"";"";"";"";"B65D 75/32 (2006.01)
B65D 81/20 (2006.01)
B65D 81/34 (2006.01)";"19400 Koropi Attica";"GR";"19400 Koropi";"GR";"80801 München";"DE";"OVEN SKIN PACKAGING PROCESS";"The invention relates to a vacuum skin food package for use in a conventional oven and more particularly to a food package able to withstand conditions up to 200°C comprising a thermoplastic lid film which is free of polyester and contains crosslinked EVA."
"EP 3025984 B1 20161026";"20161026";"201643";"en";"EP 14193920 20141119";"20141119";"20141119";"";"";"";"";"";"";"B65D 75/32 (2006.01)
B65D 81/20 (2006.01)
B65D 81/34 (2006.01)";"19400 Koropi Attica";"GR";"19400 Koropi";"GR";"80801 München";"DE";"OVEN SKIN PACKAGING PROCESS";""
"EP 3028761 A1 20160608";"20160608";"201623";"en";"GR 20140100613 20141202";"20141202";"20141202";"";"";"";"";"";"";"B01D 63/10 (2006.01)
B01D 65/08 (2006.01)
B29C 47/00 (2006.01)
B29D 28/00 (2006.01)
B29C 43/36 (2006.01)
B29C 45/00 (2006.01)";"55133 Kalamaria
56429 Nea Efkarpia";"GR
GR";"57001 Thermi Thessaloniki";"GR";"4303 Kaiseraugst";"CH";"MEMBRANE MODULES UTILIZING INNOVATIVE GEOMETRIES OF NET-TYPE FEED SPACERS FOR IMPROVED PERFORMANCE IN SEPARATIONS AND SPACER-FABRICATION METHODS THEREIN";"The present invention discloses membrane modules utilizing innovative geometries of net-type feed spacers for improved performance in separations and spacer-fabrication methods therein. Membrane modules include: a central tube having perforations along its length for collecting a permeate; at least two filtration envelopes, each filtration envelope having two membrane sheets and a porous, fabric-type insert in between the two membrane sheets for facilitating the permeate to flow, wherein each envelope is closed along three edges ofthe two membrane sheets, and wherein each envelope is configured to allow the permeate to exit from a fourth, open edge attached to the central tube; and a respective feed-spacer sheet in planar contact with an outer membrane surface of a respective filtration envelope; wherein the respective feed-spacer sheet is in the form of net having nodes connected by flexible segments such that the net forms a regular planar net. <img file=""imgaf001.tif"" he=""75"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""85""/>"
"EP 3030551 A2 20160615";"20160615";"201624";"en";"WO PCT/EP2013/002361 20130807";"20130807";"20130807";"WO2015018507 20150212 [2015-06]";"EP2014002079 20140730 (en)";"20140730";"";"";"";"C07D 277/56 (2006.01)";"GR-57001 Thessaloniki
GR-57001 Thessaloniki
GR-57001 Thessaloniki
GR-57001 Thessaloniki
GR-57001 Thessaloniki
GR-57001 Thessaloniki";"GR
GR
GR
GR
GR
GR";"15351 Pallini Attikis";"GR";"";"";"A NOVEL PROCESS FOR THE PREPARATION OF FEBUXOSTAT";""
"EP 3034512 A1 20160622";"20160622";"201625";"en";"";"";"20141219";"";"";"";"";"";"";"C07K 14/47 (2006.01)";"145 61 Kifissia Attikis";"GR";"145 61 Kifissia Attikis";"GR";"81541 München";"DE";"A process for producing iron (III) casein N-acetyl-aspartylated complexes and use thereof in pharmaceutical compositions";"The present invention generally relates to new process for the preparation of iron (III) casein N-acetyl-aspartylated complexes. The product obtainable according to the method of the present invention may be safely used to the general population or animals in the therapy of iron deficiency. The process of the invention includes the steps of: (a) reaction of casein with N-acetyl-L-aspartyl chloride, to form N-acetyl-L-aspartylated casein, (b) subsequent reaction of the N-acetyl-L-aspartylated casein with ferric chloride; and (c) obtaining the iron (III) complex with N-acetyl-L-aspartylated casein."
"EP 3034512 B1 20171206";"20171206";"201749";"en";"";"";"20141219";"";"";"";"";"";"";"C07K 14/47 (2006.01)";"145 61 Kifissia Attikis";"GR";"145 61 Kifissia Attikis";"GR";"81541 München";"DE";"A process for producing iron (III) casein N-acetyl-aspartylated complexes and use thereof in pharmaceutical compositions";""
"EP 3035732 A1 20160622";"20160622";"201625";"en";"";"";"20141217";"";"";"";"";"";"";"H04W 28/02 (2009.01)
H04W 28/08 (2009.01)
H04W 88/06 (2009.01)
H04L 12/803 (2013.01)
H04L 12/801 (2013.01)";"Athens, Attiki 15354";"GR";"Mountain View, CA 94043";"US";"Kolonaki 106 74 Athens";"GR";"Methods and apparatus to determine and react to cellular network congestion";"Methods and apparatus for communicating between a wireless mobile communication device and a first radio access network, such as E-UTRAN are presented herein. The methods and apparatus may receive an offload preference indicator (OPI) signal from a first radio access network and store the OPI signal. The methods and apparatus may also store a congestion threshold value and a set of provisioned offload rules for routing traffic to a second radio access network. The methods and apparatus evaluate the OPI signal against the set of provisioned offload rules, determine that the first radio access network is congested if the evaluation exceeds the congestion threshold value, and reduce further congestion in the first radio access network if the first radio access network is determined to be congested. <img file=""imgaf001.tif"" he=""110"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""81""/>"
"EP 3036153 A1 20160629";"20160629";"201626";"en";"GR 20120100643 20121212";"20121212";"20121212";"WO2014091259 20140619 [2014-25]";"GR2013000061 20131212 (en)";"20131212";"";"";"";"B63B 1/40 (2006.01)";"175 63 Palaio Faliro Attikis
175 63 Palaio Faliro Attikis
175 63 Palaio Faliro Attikis";"GR
GR
GR";"175 63 Palaio Faliro Attikis
175 63 Palaio Faliro Attikis
175 63 Palaio Faliro Attikis";"GR
GR
GR";"";"";"VESSEL WITH A FLOW DEFLECTING HYDRODYNAMIC BOW FIN ARRANGEMENT";""
"EP 3036153 B1 20180110";"20180110";"201802";"en";"GR 20120100643 20121212";"20121212";"20121212";"WO2014091259 20140619 [2014-25]";"GR2013000061 20131212 (en)";"20131212";"";"";"";"B63B 1/40 (2006.01)
B63B 1/34 (2006.01)";"175 63 Palaio Faliro Attikis
175 63 Palaio Faliro Attikis
175 63 Palaio Faliro Attikis";"GR
GR
GR";"Majuro, 96960";"MH";"106 71 Athens";"GR";"VESSEL WITH A FLOW DEFLECTING HYDRODYNAMIC BOW FIN ARRANGEMENT";""
"EP 3036434 A2 20160629";"20160629";"201626";"en";"GR 20130100479 20130820";"20130820";"20130820";"WO2015036806 20150319 [2015-11]";"GR2014000047 20140820 (en)";"20140820";"";"";"";"F03D 1/02 (2006.01)
F03D 1/06 (2006.01)
F03D 15/00 (2016.01)
F03D 7/02 (2006.01)";"156 69 Papagos, Attikis
156 69 Papagos, Attikis";"GR
GR";"156 69 Papagos, Attikis
156 69 Papagos, Attikis";"GR
GR";"";"";"WIND TURBINE OF LOW WIND SPEEDS";""
"EP 3037226 A1 20160629";"20160629";"201626";"en";"WO PCT/EP2014/079091 20141222";"20141222";"20141222";"";"";"";"";"";"";"B26B 21/56 (2006.01)";"15122 MAROUSSI
10440 ATHENS
14122 N. IRAKLEIO";"GR
GR
GR";"145 69 Anixi, Attiki";"GR";"75440 Paris Cedex 09";"FR";"RAZOR BLADE";"A razor blade comprising a substrate with a cutting edge ending in sharpened tip. The substrate having a thickness of between 1.55 and 1.97 micrometers measured at a distance of five micrometers from the tip, a thickness of between 4.6 and 6.34 micrometers measured at a distance of twenty micrometers from the tip, a thickness of between 19.8 and 27.12 micrometers measured at a distance of one hundred micrometers from the tip. <img file=""imgaf001.tif"" he=""107"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""61""/><img file=""imgaf002.tif"" he=""171"" id=""iaf02"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""93""/>"
"EP 3037226 B1 20170719";"20170719";"201729";"en";"WO PCT/EP2014/079091 20141222";"20141222";"20141222";"";"";"";"";"";"";"B26B 21/56 (2006.01)";"15122 Maroussi
10440 Athens
14122 N. Irakleio";"GR
GR
GR";"145 69 Anixi, Attiki";"GR";"75440 Paris Cedex 09";"FR";"RAZOR BLADE";""
"EP 3038658 A2 20160706";"20160706";"201627";"en";"GB 201315335 20130829";"20130829";"20130829";"WO2015028966 20150305 [2015-09]";"IB2014064123 20140828 (en)";"20140828";"";"";"";"A61K 47/48 (2006.01)
C07K 14/505 (2006.01)
C07K 14/575 (2006.01)
C07K 14/62 (2006.01)
C07K 14/635 (2006.01)
C07K 14/695 (2006.01)
C07K 1/04 (2006.01)
C07K 1/107 (2006.01)";"GR-26000 Patras
GR-26000 Patras
GR-26000 Patras
GR-26000 Patras";"GR
GR
GR
GR";"26000 Patras";"GR";"London EC1N 2DY";"GB";"AMINO DIACIDS CONTAINING PEPTIDE MODIFIERS";""
"EP 3039290 A2 20160706";"20160706";"201627";"en";"GR 20130100487 20130830";"20130830";"20130830";"WO2015031822 20150305 [2015-09]";"US2014053524 20140829 (en)";"20140829";"";"";"";"F04B 19/24 (2006.01)";"18863 Perama";"GR";"17671 Athens";"GR";"Birmingham B16 8QQ";"GB";"THERMAL COMPRESSOR";""
"EP 3041440 A1 20160713";"20160713";"201628";"en";"";"";"20130415";"WO2014170700 20141023 [2014-43]";"GR2013000019 20130415 (en)";"20130415";"";"";"";"A61F 5/01 (2006.01)";"171 21 Nea Smirni Attiki";"GR";"171 21 Nea Smirni Attiki";"GR";"";"";"SHOE-INTERNAL BRACE FOR DROP FOOT AND SIMILAR CONDITIONS";""
"EP 3043862 A2 20160720";"20160720";"201629";"en";"US 201361876269 P 20130911";"20130911";"20130911";"WO2015044781 20150402 [2015-13]";"IB2014002624 20140909 (en)";"20140909";"";"";"";"A61N 5/10 (2006.01)";"17576 Athens, Attica
71306 Heraklion, Crete";"GR
GR";"17576 Athens, Attica
71306 Heraklion, Crete";"GR
GR";"Nottingham NG1 5GG";"GB";"SYSTEM AND METHOD FOR PATIENT-SPECIFIC RADIOTHERAPY TREATMENT VERIFICATION AND QUALITY ASSURANCE";""
"EP 3043862 B1 20181121";"20181121";"201847";"en";"US 201361876269 P 20130911";"20130911";"20130911";"WO2015044781 20150402 [2015-13]";"IB2014002624 20140909 (en)";"20140909";"";"";"";"A61N 5/10 (2006.01)";"17576 Athens, Attica
71306 Heraklion, Crete";"GR
GR";"17576 Athens, Attica
71306 Heraklion, Crete";"GR
GR";"Nottingham NG1 5GG";"GB";"METHOD FOR PATIENT-SPECIFIC RADIOTHERAPY TREATMENT VERIFICATION AND QUALITY ASSURANCE";""
"EP 3045836 A1 20160720";"20160720";"201629";"en";"";"";"20150115";"";"";"";"";"";"";"F24H 3/04 (2006.01)
F24H 9/18 (2006.01)
F28F 3/02 (2006.01)
H05B 3/00 (2006.01)";"54014 Thessaloniki";"GR";"54014 Thessaloniki";"GR";"80336 München";"DE";"Heating device";"The application discloses a heating device comprising: a housing having an opening and surrounding an interior space, a fan arranged in proximity to the housing, a heating element arranged in the housing, and a heat distribution element arranged in the housing and in proximity to the heating element, wherein the heating element is adapted to generate heat, the heat distribution element is adapted to transfer the heat generated by the heating element to air in the interior space, and the fan is adapted to provide a flow of air through the interior space of the housing such that the air is heated and the heated air leaves the housing through the opening. <img file=""imgaf001.tif"" he=""116"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""149""/>"
"EP 3045948 A1 20160720";"20160720";"201629";"en";"US 201514598048 20150115";"20150115";"20150115";"";"";"";"";"";"";"G02B 6/44 (2006.01)";"15344 Gerakas, Athens
14671 Nea Erythraia, Athens
14341 Nea Philadelphia, Athens";"GR
GR
GR";"15124 Athens";"GR";"80335 München";"DE";"FIBER OPTIC CABLE BREAKOUT ASSEMBLY";"A breakout assembly includes a housing including a first end and a second end. A retaining member includes a first end configured to receive a fiber optic cable and a second end attaching to the first end of the housing and retaining exposed stripped layers of the fiber optic cable. A breakout head is configured to insert into the second end of the housing and includes holes for receiving furcation tubes. A nut holds the breakout head inside of the second end of the housing. Different optical fibers from the fiber optic cable are inserted into the furcation tubes and held by the breakout head. An outside surface of the breakout head and an inside surface of the second end of the housing have round side surfaces extending between flat top and bottom surfaces that prevent the breakout head from rotating within the housing. <img file=""imgaf001.tif"" he=""93"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""148""/>"
"EP 3048085 A1 20160727";"20160727";"201630";"en";"GR 20150100028 20150126";"20150126";"20150126";"";"";"";"";"";"C02F 1/28 (2006.01)
C02F 1/32 (2006.01)
C02F 103/02 (2006.01)
G10L 15/00 (2013.01)";"C02F 1/00 (2006.01)
C02F 1/44 (2006.01)";"11855 Votanikos";"GR";"17778 Tavros";"GR";"";"";"REVERSE-OSMOSIS VOICE OPERATED BYPASS SYSTEM";"The present invention relates to a mixing/stirring system for reverse-osmosis filters, which allows precise selection of the organic particles in the water consumed by the user. An operation unit (11) adjusts by means of an electromagnetic bypass valve (9), measuring the particles by an input sensor (1) at the supply and an output sensor (24), so that a quantity of water passes through the reverse-osmosis membrane (7) and another quantity reaches directly the pure-water tank (10), being mixed. The board (17) of the system may be adjusted by the user by voice commands. <img file=""imgaf001.tif"" he=""114"" id=""iaf01"" img-content=""drawing"" img-format=""tif"" inline=""no"" orientation=""portrait"" wi=""155""/>"
"EP 3054922 A1 20160817";"20160817";"201633";"en";"";"";"20131010";"WO2015051811 20150416 [2015-15]";"EP2013003039 20131010 (en)";"20131010";"";"";"";"A61K 9/16 (2006.01)
A61K 31/192 (2006.01)";"15351 Pallini Attikis
15351 Pallini Attikis
15351 Pallini Attikis
15351 Pallini Attikis
15351 Pallini Attikis";"GR
GR
GR
GR
GR";"14564 Kifisia Attikis";"GR";"";"";"STABLE TRIFLUSAL POWDER FORMULATION FOR ORAL ADMINISTRATION AND METHOD OF PREPARATION THEREOF";""
"EP 3056192 A1 20160817";"20160817";"201633";"en";"";"";"20150216";"";"";"";"";"";"";"A61K 8/25 (2006.01)
A61Q 17/00 (2006.01)
A61K 8/894 (2006.01)
A61K 8/895 (2006.01)";"Heraklion Attikis";"GR";"104 37 Athens";"GR";"13125 Berlin";"DE";"Complete anhydrous sunscreen composition with under water technology";"The invention provides a 100 % anhydrous sunscreen composition and a use of this sunscreen composition with very high water and sweat resistance properties which can be applied on a wet skin, either in the presence of water by repelling water or water droplets respectively or in under-water conditions. The present invention describes the use of a sunscreen composition with SPF >=50 or 50 or 30 or (eg. EU, USA, Japan) consisting of a silicone organic elastomer blend comprising Dimethicone/Bis-isobutyl PPG-20 Crosspolymer in Isododecane in a concentration range from about 30% to about 90% w/w and a silicone elastomer comprising Dimethicone/Vinyl Dimethicone Crosspolymer and Silica in a concentration range from about 0,1% to about 10% w/w, wherein the sunscreen is applied on the skin in the presence of water (in wet and/or under-water conditions). Further, the new sunscreen product allows the consumer to enter water directly after the application of the sunscreen product on his dry or already wet skin."
"EP 3056192 B1 20181121";"20181121";"201847";"en";"";"";"20150216";"";"";"";"";"";"";"A61K 8/25 (2006.01)
A61Q 17/00 (2006.01)
A61K 8/894 (2006.01)
A61K 8/895 (2006.01)";"Heraklion Attikis";"GR";"104 37 Athens";"GR";"13125 Berlin";"DE";"Complete anhydrous sunscreen composition with under water technology";""
"EP 3057575 A1 20160824";"20160824";"201634";"en";"WO PCT/EP2013/003102 20131015";"20131015";"20131015";"WO2015055301 20150423 [2015-16]";"EP2014002767 20141014 (en)";"20141014";"";"";"";"A61K 9/08 (2006.01)
A61K 47/10 (2006.01)
A61K 47/26 (2006.01)
A61K 31/165 (2006.01)
A61K 31/382 (2006.01)
A61K 31/5375 (2006.01)
A61K 31/5377 (2006.01)";"GR-15351 Pallini Attikis
GR-15351 Pallini Attikis
GR-15351 Pallini Attikis
GR-15351 Pallini Attikis
GR-15351 Pallini Attikis
GR-15351 Pallini Attikis
GR-15351 Pallini Attikis";"GR
GR
GR
GR
GR
GR
GR";"15351 Pallini Attikis";"GR";"";"";"PRESERVATIVE FREE PHARMACEUTICAL COMPOSITIONS FOR OPHTHALMIC ADMINISTRATION";""
"EP 3057944 A1 20160824";"20160824";"201634";"en";"WO PCT/EP2013/003015 20131008";"20131008";"20131008";"WO2015051903 20150416 [2015-15]";"EP2014002711 20141006 (en)";"20141006";"";"";"";"C07D 261/20 (2006.01)
C07C 251/40 (2006.01)
C07F 7/18 (2006.01)
C07D 473/18 (2006.01)";"GR-57001 Thessaloniki
GR-57001 Thessaloniki
GR-57001 Thessaloniki
GR-570 01 Thessaloniki
GR-57001 Thessaloniki
GR-57 001 Thessaloniki
GR-57001 Thessaloniki
GR-57001 Thessaloniki";"GR
GR
GR
GR
GR
GR
GR
GR";"Pallini Attikis 15351";"GR";"";"";"A NOVEL PROCESS FOR THE PREPARATION OF CHIRAL CYCLOPENTANONE INTERMEDIATES";""
"EP 3058036 A1 20160824";"20160824";"201634";"en";"US 201361891192 P 20131015
US 201361891873 P 20131016";"20131015
20131016";"20131015";"WO2015057895 20150423 [2015-16]";"US2014060775 20141015 (en)";"20141015";"";"";"";"C09D 11/00 (2014.01)";"Chalandri, Attiki
St Simons Island, GA 31522
Peru, NY 12972
Agia Marina, Nea Makri
Allen Park, Michigan 48101
59399 Olfen
Nea Smyrni
Acharnes Attikis";"GR
US
US
GR
US
DE
GR
GR";"145 64 Kifissia Attikis
15233 Chalandri, Attiki
St Simons Island, GA 31522
Peru, NY 12972
Agia Marina, Nea Makri
Allen Park, Michigan 48101
59399 Olfen
Nea Smyrni
Acharnes Attikis";"GR
GR
US
US
GR
US
DE
GR
GR";"Bristol BS1 6HU";"GB";"EXPANDED, MICRONIZED SURFACE TREATED ALUMINOSILICATE VOLCANIC GLASS AS LAMELLAR FUNCTIONAL FILLER FOR PLASTICS AND SPECIAL COATINGS";""
"EP 3062598 A1 20160907";"20160907";"201636";"en";"GR 20130100533 20130920";"20130920";"20130920";"WO2015040438 20150326 [2015-12]";"GR2014000053 20140917 (en)";"20140917";"";"";"";"A01D 90/00 (2006.01)";"713 05 Iraklio Crete";"GR";"713 05 Iraklio Crete";"GR";"";"";"INTEGRATED BANANA TRANSPORT SYSTEM";""
